Date,Open,High,Low,Close,Adj Close,Volume,Day
7/16/14,4446.169922,4448.870117,4419.709961,4425.970215,4425.970215,2059340000,96
7/17/14,4411.52002,4425.379883,4352.22998,4363.450195,4363.450195,2055240000,97
7/18/14,4379.939941,4434.439941,4378.220215,4432.149902,4432.149902,1823580000,98
7/21/14,4421.200195,4432.419922,4404.509766,4424.700195,4424.700195,1557820000,99
7/22/14,4444.939941,4464.129883,4443.350098,4456.02002,4456.02002,1724440000,100
7/23/14,4468.160156,4480.72998,4457.950195,4473.700195,4473.700195,1909810000,101
7/24/14,4481.609863,4485.5,4465.939941,4472.109863,4472.109863,1935090000,102
7/25/14,4448.060059,4457.950195,4430.430176,4449.560059,4449.560059,1711430000,103
7/28/14,4451.120117,4455.390137,4413.919922,4444.910156,4444.910156,1783250000,104
7/29/14,4456.069824,4470.970215,4441.029785,4442.700195,4442.700195,2090810000,105
7/30/14,4468.439941,4476.060059,4444.509766,4462.899902,4462.899902,1872430000,106
7/31/14,4421.290039,4430.799805,4367.149902,4369.77002,4369.77002,2273380000,107
8/1/14,4363.390137,4385.049805,4324.02002,4352.640137,4352.640137,2050340000,108
8/4/14,4365.620117,4395.379883,4343.029785,4383.890137,4383.890137,1677400000,109
8/5/14,4364.589844,4383.02002,4333.580078,4352.839844,4352.839844,1916180000,110
8/6/14,4326.279785,4378.990234,4325.040039,4355.049805,4355.049805,1819310000,111
8/7/14,4373.25,4379.700195,4321.890137,4334.970215,4334.970215,1866330000,112
8/8/14,4340.879883,4373.120117,4327.870117,4370.899902,4370.899902,1759060000,113
8/11/14,4387.379883,4415.779785,4384.149902,4401.330078,4401.330078,1537880000,114
8/12/14,4394.689941,4407.080078,4371.839844,4389.25,4389.25,1560220000,115
8/13/14,4407.870117,4434.310059,4403.640137,4434.129883,4434.129883,1611690000,116
8/14/14,4438.129883,4453,4433.939941,4453,4453,1549820000,117
8/15/14,4479.640137,4482.470215,4427.129883,4464.930176,4464.930176,1799460000,118
8/18/14,4490.529785,4509.160156,4486.439941,4508.310059,4508.310059,1571100000,119
8/19/14,4514.259766,4528.910156,4513.919922,4527.509766,4527.509766,1556560000,120
8/20/14,4517.75,4533.009766,4515.72998,4526.47998,4526.47998,1502290000,121
8/21/14,4526.720215,4534,4513.810059,4532.100098,4532.100098,1421730000,122
8/22/14,4534.870117,4547.240234,4521.77002,4538.549805,4538.549805,1311810000,123
8/25/14,4563.720215,4571.140137,4547.779785,4557.350098,4557.350098,1384620000,124
8/26/14,4563.810059,4575.589844,4556.779785,4570.640137,4570.640137,1469620000,125
8/27/14,4574.350098,4575.810059,4561.839844,4569.620117,4569.620117,1389470000,126
8/28/14,4552.549805,4565.959961,4546.620117,4557.700195,4557.700195,1309580000,127
8/29/14,4571.759766,4580.27002,4553.779785,4580.27002,4580.27002,1352830000,128
9/2/14,4592.419922,4598.640137,4576.810059,4598.189941,4598.189941,1859080000,129
9/3/14,4610.140137,4610.140137,4565.379883,4572.560059,4572.560059,1897450000,130
9/4/14,4581.52002,4603.149902,4553.310059,4562.290039,4562.290039,1728700000,131
9/5/14,4560.629883,4583,4542.740234,4582.899902,4582.899902,1641830000,132
9/8/14,4579.060059,4600.399902,4570.22998,4592.290039,4592.290039,1670210000,133
9/9/14,4588.830078,4599.029785,4544.439941,4552.290039,4552.290039,1956550000,134
9/10/14,4554.149902,4587.100098,4544.839844,4586.52002,4586.52002,1808650000,135
9/11/14,4567.640137,4591.810059,4559.75,4591.810059,4591.810059,1704850000,136
9/12/14,4588.77002,4590.080078,4555.680176,4567.600098,4567.600098,1784170000,137
9/15/14,4567.450195,4567.470215,4506.72998,4518.899902,4518.899902,1940520000,138
9/16/14,4502.109863,4558.240234,4499.870117,4552.759766,4552.759766,1879350000,139
9/17/14,4553.959961,4582.399902,4539.359863,4562.189941,4562.189941,1796710000,140
9/18/14,4575.740234,4593.97998,4572.620117,4593.430176,4593.430176,1774840000,141
9/19/14,4606.129883,4610.569824,4563.439941,4579.790039,4579.790039,3178490000,142
9/22/14,4568.450195,4568.870117,4513.120117,4527.689941,4527.689941,1881520000,143
9/23/14,4511.319824,4536.029785,4508.419922,4508.689941,4508.689941,1847730000,144
9/24/14,4514.919922,4557.27002,4500.129883,4555.220215,4555.220215,1765260000,145
9/25/14,4540.819824,4546.930176,4466.640137,4466.75,4466.75,1939610000,146
9/26/14,4476.47998,4515.75,4475.47998,4512.189941,4512.189941,1637480000,147
9/29/14,4465.839844,4515.240234,4464.439941,4505.850098,4505.850098,1737750000,148
9/30/14,4512.640137,4522.060059,4483.910156,4493.390137,4493.390137,2200380000,149
10/1/14,4486.649902,4486.790039,4409.299805,4422.089844,4422.089844,2312630000,150
10/2/14,4421.25,4441.950195,4367.740234,4430.200195,4430.200195,2165500000,151
10/3/14,4456.810059,4488.069824,4445.720215,4475.620117,4475.620117,1777640000,152
10/6/14,4492.399902,4496.259766,4444.100098,4454.799805,4454.799805,1828240000,153
10/7/14,4433.910156,4441.759766,4385.149902,4385.200195,4385.200195,2111360000,154
10/8/14,4385.700195,4473.72998,4355.339844,4468.589844,4468.589844,2451630000,155
10/9/14,4458.290039,4464.129883,4377.279785,4378.339844,4378.339844,2264220000,156
10/10/14,4354.629883,4380.509766,4276.240234,4276.240234,4276.240234,2765750000,157
10/13/14,4274.910156,4303.819824,4212.870117,4213.660156,4213.660156,2467830000,158
10/14/14,4246.22998,4281.339844,4212.819824,4227.169922,4227.169922,2496120000,159
10/15/14,4154.100098,4231.540039,4116.600098,4215.319824,4215.319824,3058740000,160
10/16/14,4133.25,4246.009766,4131.649902,4217.390137,4217.390137,2591940000,161
10/17/14,4275.089844,4296.109863,4241.669922,4258.439941,4258.439941,2260070000,162
10/20/14,4254.160156,4316.870117,4248.220215,4316.069824,4316.069824,1717370000,163
10/21/14,4359.169922,4419.47998,4356.100098,4419.47998,4419.47998,1997580000,164
10/22/14,4429.160156,4435.859863,4381.279785,4382.850098,4382.850098,1967020000,165
10/23/14,4427.439941,4475.549805,4421.560059,4452.790039,4452.790039,1952380000,166
10/24/14,4459.459961,4486.259766,4445.850098,4483.720215,4483.720215,1754300000,167
10/27/14,4469.02002,4489.600098,4450.290039,4485.930176,4485.930176,1585580000,168
10/28/14,4505.72998,4564.290039,4505.109863,4564.290039,4564.290039,1966920000,169
10/29/14,4551.370117,4564.439941,4517.02002,4549.22998,4549.22998,2184050000,170
10/30/14,4532.100098,4575.5,4521.790039,4566.140137,4566.140137,2034960000,171
10/31/14,4639.450195,4641.509766,4616.580078,4630.740234,4630.740234,2424360000,172
11/3/14,4633.709961,4654.189941,4627.419922,4638.910156,4638.910156,2033000000,173
11/4/14,4623.77002,4635.950195,4594.919922,4623.640137,4623.640137,1939320000,174
11/5/14,4649.470215,4650.390137,4607.72998,4620.720215,4620.720215,2001870000,175
11/6/14,4616.779785,4639.169922,4604.759766,4638.470215,4638.470215,1986820000,176
11/7/14,4636.890137,4638.799805,4606.810059,4632.529785,4632.529785,1978830000,177
11/10/14,4635.100098,4653.379883,4626.490234,4651.620117,4651.620117,1830010000,178
11/11/14,4649.189941,4661.22998,4640.240234,4660.560059,4660.560059,1663690000,179
11/12/14,4644.629883,4678.580078,4643.779785,4675.140137,4675.140137,1773060000,180
11/13/14,4681.560059,4703.100098,4664.27002,4680.140137,4680.140137,1857580000,181
11/14/14,4679.850098,4688.740234,4664.310059,4688.540039,4688.540039,1739950000,182
11/17/14,4678.439941,4689.529785,4655.200195,4671,4671,1695070000,183
11/18/14,4674.839844,4709.830078,4674.299805,4702.439941,4702.439941,1655760000,184
11/19/14,4694.779785,4696.200195,4655.720215,4675.709961,4675.709961,1641560000,185
11/20/14,4655.200195,4702.970215,4653.330078,4701.870117,4701.870117,1667330000,186
11/21/14,4751.009766,4751.600098,4700.72998,4712.970215,4712.970215,1854340000,187
11/24/14,4725.169922,4755.02002,4723.620117,4754.890137,4754.890137,1568130000,188
11/25/14,4762.390137,4774.52002,4749.919922,4758.25,4758.25,1720140000,189
11/26/14,4760.22998,4788,4757.47998,4787.319824,4787.319824,1362930000,190
11/28/14,4797.100098,4810.859863,4786.720215,4791.629883,4791.629883,998600000,191
12/1/14,4777.72998,4782.069824,4724.620117,4727.350098,4727.350098,1893600000,192
12/2/14,4732.970215,4761.629883,4729.759766,4755.810059,4755.810059,1839170000,193
12/3/14,4761.310059,4781.370117,4745.140137,4774.470215,4774.470215,1734510000,194
12/4/14,4772,4785.410156,4753.709961,4769.439941,4769.439941,1724090000,195
12/5/14,4776.580078,4788.97998,4769.640137,4780.759766,4780.759766,1767100000,196
12/8/14,4769.759766,4793.240234,4722.910156,4740.689941,4740.689941,1966770000,197
12/9/14,4685.200195,4768.410156,4674.379883,4766.470215,4766.470215,1950330000,198
12/10/14,4754.419922,4766.640137,4679.25,4684.02002,4684.02002,1850810000,199
12/11/14,4704.649902,4759.879883,4699.430176,4708.160156,4708.160156,1873050000,200
12/12/14,4665.350098,4707.919922,4653.600098,4653.600098,4653.600098,1888870000,201
12/15/14,4679.669922,4690.580078,4592.430176,4605.160156,4605.160156,2143610000,202
12/16/14,4572.790039,4645.189941,4547.310059,4547.830078,4547.830078,2231670000,203
12/17/14,4556.899902,4651.899902,4550.700195,4644.310059,4644.310059,2279930000,204
12/18/14,4712.390137,4748.399902,4697.089844,4748.399902,4748.399902,2172260000,205
12/19/14,4752.600098,4782.129883,4738.290039,4765.379883,4765.379883,3287920000,206
12/22/14,4759.040039,4781.930176,4757.799805,4781.419922,4781.419922,1720070000,207
12/23/14,4798.029785,4798.060059,4761.390137,4765.419922,4765.419922,1590820000,208
12/24/14,4770.120117,4787.569824,4768.669922,4773.470215,4773.470215,729750000,209
12/26/14,4788.060059,4814.950195,4787.850098,4806.859863,4806.859863,930220000,210
12/29/14,4801.259766,4813.720215,4798.899902,4806.910156,4806.910156,1227740000,211
12/30/14,4793.609863,4803.890137,4772.879883,4777.439941,4777.439941,1269200000,212
12/31/14,4790.529785,4806.430176,4734.109863,4736.049805,4736.049805,1515600000,213
1/2/15,4760.240234,4777.009766,4698.109863,4726.810059,4726.810059,1435150000,214
1/5/15,4700.339844,4702.77002,4641.459961,4652.569824,4652.569824,1794470000,215
1/6/15,4666.850098,4667.330078,4567.589844,4592.740234,4592.740234,2167320000,216
1/7/15,4626.839844,4652.720215,4613.899902,4650.470215,4650.470215,1957950000,217
1/8/15,4689.540039,4741.379883,4688.02002,4736.189941,4736.189941,2105450000,218
1/9/15,4744.470215,4744.709961,4681.240234,4704.069824,4704.069824,1715830000,219
1/12/15,4714.069824,4715.810059,4650.649902,4664.709961,4664.709961,1861960000,220
1/13/15,4708.740234,4751.339844,4624.279785,4661.5,4661.5,2162180000,221
1/14/15,4610.759766,4655.370117,4595.97998,4639.319824,4639.319824,2073810000,222
1/15/15,4657.459961,4663.959961,4567.390137,4570.819824,4570.819824,1976260000,223
1/16/15,4566.379883,4635.819824,4563.109863,4634.379883,4634.379883,1970520000,224
1/20/15,4655.839844,4665.649902,4601.100098,4654.850098,4654.850098,1835040000,225
1/21/15,4641.950195,4692.459961,4629.589844,4667.419922,4667.419922,1847420000,226
1/22/15,4690.930176,4752.600098,4644.569824,4750.399902,4750.399902,1996550000,227
1/23/15,4748.189941,4771.180176,4737.950195,4757.879883,4757.879883,1653830000,228
1/26/15,4752.359863,4774.180176,4734.200195,4771.759766,4771.759766,1717510000,229
1/27/15,4698.22998,4721.870117,4659.830078,4681.5,4681.5,1954160000,230
1/28/15,4740.689941,4742.060059,4637.47998,4637.990234,4637.990234,2118680000,231
1/29/15,4635.72998,4688.410156,4601.759766,4683.410156,4683.410156,2110710000,232
1/30/15,4671.209961,4703.810059,4631.100098,4635.240234,4635.240234,2264230000,233
2/2/15,4650.600098,4676.689941,4580.459961,4676.689941,4676.689941,2006450000,234
2/3/15,4693.25,4727.740234,4670.819824,4727.740234,4727.740234,2153520000,235
2/4/15,4699.810059,4744.330078,4697.790039,4716.700195,4716.700195,2212960000,236
2/5/15,4729.649902,4767.379883,4722.799805,4765.100098,4765.100098,2036590000,237
2/6/15,4768.839844,4787.180176,4731.220215,4744.399902,4744.399902,2034060000,238
2/9/15,4723.72998,4749.470215,4719.609863,4726.009766,4726.009766,1654680000,239
2/10/15,4754.629883,4793.27002,4737.120117,4787.640137,4787.640137,1773730000,240
2/11/15,4788.370117,4810.359863,4780.129883,4801.180176,4801.180176,1793630000,241
2/12/15,4828.080078,4857.609863,4823.569824,4857.609863,4857.609863,2075470000,242
2/13/15,4869.72998,4893.839844,4860.120117,4893.839844,4893.839844,1942240000,243
2/17/15,4889.990234,4901.890137,4880.640137,4899.27002,4899.27002,1751490000,244
2/18/15,4890.839844,4907.5,4885.600098,4906.359863,4906.359863,1684800000,245
2/19/15,4901.509766,4929.529785,4900.629883,4924.700195,4924.700195,1592890000,246
2/20/15,4919.779785,4957.02002,4905.589844,4955.970215,4955.970215,1761140000,247
2/23/15,4953.100098,4960.970215,4939.560059,4960.970215,4960.970215,1754850000,248
2/24/15,4956.209961,4971.180176,4945.140137,4968.120117,4968.120117,1834890000,249
2/25/15,4960.359863,4984.240234,4956,4967.140137,4967.140137,1848560000,250
2/26/15,4969.27002,4989.109863,4955.509766,4987.890137,4987.890137,1905550000,251
2/27/15,4985.029785,4989.25,4960.870117,4963.529785,4963.529785,1955590000,252
3/2/15,4973.430176,5008.569824,4972.009766,5008.100098,5008.100098,1931110000,253
3/3/15,4990.700195,4996.660156,4956.069824,4979.899902,4979.899902,2018900000,254
3/4/15,4961.240234,4973.319824,4938.899902,4967.140137,4967.140137,1824830000,255
3/5/15,4979.950195,4993.52002,4963.100098,4982.810059,4982.810059,1724200000,256
3/6/15,4967.240234,4982.930176,4918.629883,4927.370117,4927.370117,1918220000,257
3/9/15,4936.080078,4950.470215,4920.819824,4942.439941,4942.439941,1696510000,258
3/10/15,4899.509766,4903.439941,4859.790039,4859.790039,4859.790039,1876010000,259
3/11/15,4866.939941,4876.089844,4846.790039,4849.939941,4849.939941,1846020000,260
3/12/15,4853.97998,4895.799805,4853.200195,4893.290039,4893.290039,1855110000,261
3/13/15,4885.540039,4904.470215,4842.799805,4871.759766,4871.759766,1851410000,262
3/16/15,4897.27002,4929.939941,4889.089844,4929.509766,4929.509766,1713480000,263
3/17/15,4912.649902,4944.910156,4907.02002,4937.430176,4937.430176,1724370000,264
3/18/15,4926.830078,5001.569824,4907.720215,4982.830078,4982.830078,1983570000,265
3/19/15,4982.02002,5000.02002,4979.939941,4992.379883,4992.379883,1674970000,266
3/20/15,5033.470215,5042.140137,5020.069824,5026.419922,5026.419922,2825670000,267
3/23/15,5020.600098,5031.390137,5010.970215,5010.970215,5010.970215,1608880000,268
3/24/15,5010.100098,5032.47998,4994.560059,4994.72998,4994.72998,1611670000,269
3/25/15,5002.830078,5006.759766,4876.52002,4876.52002,4876.52002,2219520000,270
3/26/15,4835.709961,4889.209961,4825.930176,4863.359863,4863.359863,2004960000,271
3/27/15,4863.740234,4899.259766,4859.660156,4891.220215,4891.220215,1678650000,272
3/30/15,4921.779785,4948.459961,4921.120117,4947.439941,4947.439941,1778520000,273
3/31/15,4925.910156,4940.870117,4899.310059,4900.879883,4900.879883,1837660000,274
4/1/15,4894.359863,4899.379883,4844.390137,4880.22998,4880.22998,1874960000,275
4/2/15,4885.410156,4901.330078,4872.959961,4886.939941,4886.939941,1563670000,276
4/6/15,4855.939941,4929.620117,4852.910156,4917.319824,4917.319824,1737560000,277
4/7/15,4917.5,4948.879883,4909.77002,4910.22998,4910.22998,1572940000,278
4/8/15,4914.149902,4956.720215,4914.149902,4950.819824,4950.819824,1714210000,279
4/9/15,4950.839844,4975.930176,4928.109863,4974.560059,4974.560059,1729750000,280
4/10/15,4977.029785,4996.080078,4970.02002,4995.97998,4995.97998,1494240000,281
4/13/15,5001.549805,5024.25,4985.959961,4988.25,4988.25,1544190000,282
4/14/15,4988.819824,4996.819824,4952.009766,4977.290039,4977.290039,1571360000,283
4/15/15,4992.620117,5021.189941,4989.240234,5011.02002,5011.02002,1795530000,284
4/16/15,4999.359863,5016,4996,5007.790039,5007.790039,1662850000,285
4/17/15,4966.109863,4974.089844,4912.330078,4931.810059,4931.810059,1985190000,286
4/20/15,4958.069824,5000.200195,4952.680176,4994.600098,4994.600098,1646340000,287
4/21/15,5023.959961,5028.220215,5009.509766,5014.100098,5014.100098,1721260000,288
4/22/15,5026.569824,5040.649902,4992.620117,5035.169922,5035.169922,1696380000,289
4/23/15,5020.220215,5073.089844,5019.290039,5056.060059,5056.060059,1858620000,290
4/24/15,5096.339844,5100.370117,5081.209961,5092.080078,5092.080078,1895150000,291
4/27/15,5104.359863,5119.830078,5053.540039,5060.25,5060.25,2172470000,292
4/28/15,5063.259766,5075.299805,5006.279785,5055.419922,5055.419922,2032500000,293
4/29/15,5028.450195,5053.839844,4999.830078,5023.640137,5023.640137,1871300000,294
4/30/15,4996.990234,5015.959961,4921.549805,4941.419922,4941.419922,2269290000,295
5/1/15,4966.319824,5005.390137,4962.740234,5005.390137,5005.390137,1854400000,296
5/4/15,5018.350098,5043.620117,5013.02002,5016.930176,5016.930176,1668200000,297
5/5/15,5000.200195,5008.27002,4934.339844,4939.330078,4939.330078,2069490000,298
5/6/15,4956.700195,4965.100098,4888.169922,4919.640137,4919.640137,2144620000,299
5/7/15,4917.75,4957.120117,4914.529785,4945.540039,4945.540039,2042960000,300
5/8/15,4991.629883,5014.330078,4989.259766,5003.549805,5003.549805,1978760000,301
5/11/15,5003.259766,5017.379883,4992.02002,4993.569824,4993.569824,1731390000,302
5/12/15,4966.439941,4995.5,4931.600098,4976.189941,4976.189941,1705870000,303
5/13/15,4991.419922,5012.970215,4977.490234,4981.689941,4981.689941,1672260000,304
5/14/15,5016.680176,5051.720215,4999.649902,5050.799805,5050.799805,1741970000,305
5/15/15,5059.149902,5062.649902,5034.839844,5048.290039,5048.290039,1667260000,306
5/18/15,5040.919922,5084.5,5037.540039,5078.439941,5078.439941,1643870000,307
5/19/15,5080.439941,5087.350098,5062.799805,5070.029785,5070.029785,1750980000,308
5/20/15,5072.439941,5097.52002,5050.209961,5071.740234,5071.740234,1786830000,309
5/21/15,5065.939941,5098.22998,5062.509766,5090.790039,5090.790039,1683670000,310
5/22/15,5085.390137,5103.839844,5085.189941,5089.359863,5089.359863,1544920000,311
5/26/15,5076.910156,5081.169922,5016.740234,5032.75,5032.75,1731950000,312
5/27/15,5047.859863,5111.540039,5039.370117,5106.589844,5106.589844,1809550000,313
5/28/15,5096.339844,5106.649902,5080.25,5097.97998,5097.97998,1741420000,314
5/29/15,5093.100098,5099.399902,5057.589844,5070.029785,5070.029785,2024170000,315
6/1/15,5094.939941,5099.009766,5045.669922,5082.930176,5082.930176,1902120000,316
6/2/15,5063.470215,5100.02002,5047.350098,5076.52002,5076.52002,1729750000,317
6/3/15,5098.47998,5114.600098,5084.990234,5099.22998,5099.22998,1852680000,318
6/4/15,5078.220215,5101.109863,5046.290039,5059.120117,5059.120117,1813960000,319
6/5/15,5057.040039,5074.97998,5025.52002,5068.459961,5068.459961,1842890000,320
6/8/15,5066.649902,5069,5014.060059,5021.629883,5021.629883,1712210000,321
6/9/15,5013.129883,5027.02002,4974.620117,5013.870117,5013.870117,1754340000,322
6/10/15,5029.410156,5086.660156,5024.169922,5076.689941,5076.689941,1792980000,323
6/11/15,5088.259766,5101.390137,5075.049805,5082.509766,5082.509766,1623950000,324
6/12/15,5060.240234,5067.959961,5043.240234,5051.100098,5051.100098,1428900000,325
6/15/15,5011.790039,5035.370117,4985.939941,5029.970215,5029.970215,1790280000,326
